chunk_id,text,text_length,meta_filename,meta_page_numbers,meta_title,meta_headings,meta_chunking_strategy
40,"o Carcinogen : Carcinogens are materials that are known or suspected of causing cancer after repeated exposure over an extended period of time. Examples include Inorganic arsenic,
chloroform, formaldehyde, hexavalent chromium, asbestos, diesel exhaust and tobacco smoke. Trichloroethylene is a suspect carcinogen.
o Combustible : A material that is capable of burning and will ignite only if heated. The temperature necessary before a fire could be started is called the flash point. Examples include Photoresists and N-Methyl-2-Pyrollidone (NMP).
o Corrosive : Corrosives cause permanent damage or burns to the eyes, skin, or mucous membranes such as the inside of the nose or mouth. Examples include hydrofluoric acid, ammonium hydroxide, developers (CD-30, MIF 400), acetic acid, buffered oxide etch (BOE), phosphoric acid, nitric acid, and gold etchant. Hexamethyl disilazane (HMDS) is both a flammable and a corrosive liquid.
o Irritants : Irritants cause a reversible inflammation of the eyes, skin, or mucous membranes such as the inside of the nose or mouth. Examples include photoresists, isopropyl alcohol, acetone, and many more.
o Flammable : A flammable material is capable of burning and will readily ignite at room temperature. Examples include acetone, isopropyl alcohol, hexamethyldisilane (HMDS), hydrogen gas, n-butyl acetate.
o Oxidizer : Oxidizers are materials that readily yield oxygen or other oxidizing gas, or that readily react to promote or initiate combustion of combustible materials. Examples include hydrogen peroxide, chlorine gas, oxygen, nitrous oxide gas, and nitric acid.
o Pyrophoric : Pyrophoric are materials that will spontaneously ignite in air at or below a temperature of 130 F. They do not need an ignition source like a flammable or a combustible material. Examples of pyrophoric: silane gas and diborane gas.
o Reproductive Toxin : Reproductive toxins are materials that can affect the ability to reproduce or can cause birth defects in offspring. Examples include n-Methylpyrrolidone (NMP is found in Remover PG, PRS 3000 Resist Stripper, and Microposit Remover 1165 ), lead, and carbon monoxide.
o Sensitizer : Sensitizers can cause an allergic reaction in a sensitive individual. Typically, this reaction would be after repeated exposure. Examples: nickel and gold may cause sensitization upon contact with skin.
o Target Organ Effects : Target organ effects are a general term which applies to a wide variety of potential health affects where a material can affect a certain part of the body. Target organ effects can potentially cover any body system including the lungs, liver, kidney, blood, or central nervous system. Examples include: All hazardous chemicals have an effect on some systems of the body.
o Toxic : Toxic materials are potentially poisonous at low levels of exposure. Highly toxic materials are potentially poisonous at extremely low levels of exposure. Examples include chlorine gas, diborane gas, phosphine gas, hydrofluoric acid.
o Unstable : Unstable materials are capable of dangerous reaction, even explosion, caused by excessive heat or pressure.
o Water Reactive : Water reactive materials are capable of a dangerous reaction when exposed to or mixed with water. Examples include: hexamethyldisilane (HMDS).",3285,cns-safety-manual.pdf,"26, 27, 28",Physical and Health Hazards of Chemicals,Physical and Health Hazards of Chemicals,default
41,"Most chemicals in use in CNS labs have physical properties that alert a person to their presence such as taste, odor, or irritation. Typically, a chemical will be noticed long before it is present at a concentration that is potentially harmful. These chemicals are said to have good warning properties since a person can readily detect the chemical before it is present at a hazardous level.
Some chemicals can be present at levels that are potentially harmful but lack properties that warn of their presence. These chemicals are said to have poor warning properties since a person could be exposed to potentially harmful levels without any warning. In these cases, continuous chemical detection systems are used that alert a person to the presence of the chemical at potentially hazardous levels.",797,cns-safety-manual.pdf,28,Chemical Warning Properties,Chemical Warning Properties,default
42,"∞ Acids : Acids are corrosive to skin and eyes causing serious burns. Generally, the effect is very quick with the exception of hydrofluoric acid which has a delayed effect. Most acids give off corrosive vapors. Examples of acids are acetic, hydrochloric, hydrofluoric, nitric, phosphoric, 10:1 buffered oxide etch (BOE).
∞ Bases : Bases (also called alkali or caustic) are corrosive to skin and eyes causing serious burns. Bases are especially hazardous to the eyes causing permanent damage. The effect is relatively slow starting as a slippery feeling on the skin. Examples of bases are ammonium hydroxide, sodium hydroxide, and tetra methyl ammonium hydroxide (TMAH) found in certain photoresist developers (CD 30, MIF developers).
∞ Oxidizers : A material that can start or increase a fire by donating oxygen. They can also cause severe skin or eye irritation or even burns. Examples of oxidizers: hydrogen peroxide, oxygen gas, nitric acid.
∞ Solvents : Solvents are liquids used to dissolve other materials. They are typically irritating to skin and eyes and give off strong vapors. Inhalation can cause headaches or dizziness. Most solvents are flammable or combustible liquids. Examples of solvents are acetone, isopropyl alcohol, hexamethyldisilane (HMDS), n-butyl acetate, n-Methylpyrrolidone (NMP) and photoresists.",1326,cns-safety-manual.pdf,29,Chemical Hazard Classes,Chemical Hazard Classes,default
43,"Compressed gases are all hazardous due to their storage pressure. Most can cause suffocation in the event of a large release in a confined area. Compressed gases can be 'inert' presenting very little, if any, health hazard or they can have a variety of hazards including flammable, corrosive, pyrophoric, oxidizing, or toxic. Examples of compressed gases are ammonia, argon, boron trichloride, silane, forming gas (hydrogen-nitrogen mixture), freons, hydrogen, nitrogen, and silicon tetrafluoride.
The gases used within the facility for processing are generally supplied under high pressure from steel compressed gas cylinders. In most cases, these cylinders are housed in special gas cabinets and fitted with a variety of high purity valves, regulators and flow control devices. Gas cylinders must be treated with respect in all cases. An enormous amount of energy is stored in the compressed gas. In addition, many of these gases are toxic, or at least severely corrosive.",974,cns-safety-manual.pdf,30,Compressed Gases,Compressed Gases,default
44,"Before using a tool that utilizes compressed gas or cryogenic liquid, read the appropriate Material Safety Data Sheet and understand the properties of the product and the precautions to be taken.
Primary hazards associated with compressed gases and cryogenic liquids include asphyxiation, fire/explosion, chemical burns, chemical poisoning, cold burns, high pressure, and sprains/strains/falls/bruises/broken bones due to improper handling.
Compressed gases fall into many different hazard classes. Gases can fall into more than one hazard class. Hazard classes and examples of gases used at the LISE CNS facility are as follows:
-Inert / Simple Asphyxiant such as argon, helium, nitrogen and sulfur hexafluoride.
-Corrosive such as ammonia, boron trichloride, chlorine, hydrogen bromide.
-Toxic such as chlorine, boron trichloride.
-Highly Toxic such as diborane, phosphine.
-Flammable such as hydrogen and methane.
-Pyrophoric such as silane (it spontaneously ignites in air at concentrations between 4% and approximately 90%).
-Oxidizing such as chlorine, nitrous oxide, oxygen.",1081,cns-safety-manual.pdf,"30, 31",Compressed Gas Hazards,Compressed Gas Hazards,default
45,"∞ Only CNS staff are permitted to change gas cylinders.
∞ All cylinders must be properly labeled, and the contents identified.
∞ Separate full and empty cylinders.
∞ Arrange full cylinders so that old stock is used first.
∞ Cylinders considered empty should be labeled EMPTY.
∞ Always store cylinders (full or empty) in their upright position and secured to prevent tipping.
∞ Do not drop cylinders or permit them to strike each other. Never subject cylinders to abnormal mechanical shocks that may cause damage to their valves or pressure relief devices.
∞ Never drag, drop, roll or slide cylinders. Cylinders shall be moved using a suitable hand truck.
∞ When not in use, the cylinder valve shall be closed, the regulator removed, and the valve protection cap installed.
∞ Use only regulators compatible with the cylinder and gas. Mismatches can be dangerous!
∞ A regulator should be attached to a cylinder without forcing the threads. A poor fit indicates that the regulator is not the proper one.
∞ Faulty or leaky cylinders should be labeled and removed from the working area by trained personnel only and reported immediately to the Emergency Response Team (ERT) at LISE. Call 5-5560.",1190,cns-safety-manual.pdf,31,Cylinder Handling,Cylinder Handling,default
46,"Below a PARTIAL listing of chemical incompatibilities. If unsure about compatibility, ask before mixing.",104,cns-safety-manual.pdf,32,Incompatible Chemicals,Incompatible Chemicals,default
47,"Acetic Acid, Chemical Incompatible with: = Nitric acid, propylene glycols, peroxides, and  permanganates. Ferric Chloride, Chemical Incompatible with: = Aluminum. Hydrogen Peroxide, Chemical Incompatible with: = Copper, chromium, iron, alcohol, acetone, organics. Mercury, Chemical Incompatible with: = Ammonia. Nitric Acid, Chemical Incompatible with: = Photo-resists developers, acetic acid, flammable  liquids, flammable gases. All Acids, Chemical Incompatible with: = All bases (potassium cyanide, potassium hydroxide,  sodium hydroxide, ammonium hydroxide etc.). Oxidizers (Permanganates,  inorganic peroxides, persulfates,, Chemical Incompatible with: = Flammable liquids, organic materials, reducing agents  (ex-zinc, alkaline metals, formic acid). Water Reactive (sodium,  potassium, metal hydrides,  hydrolysable halides), Chemical Incompatible with: = Water. Nano-Strip, Chemical Incompatible with: = Solvents. Sulfuric Acid, Chemical Incompatible with: = Solvents",974,cns-safety-manual.pdf,32,Incompatible Chemicals,Incompatible Chemicals,default
48,"Refer to Material Safety Data Sheets for specific Hazards for each chemical. However, since Hydrofluoric Acid and others can be so toxic and used extensively that we will expound on the hazards.
Hydrofluoric Acid, 48% : Corrosive to eyes, skin, and mucous membranes. Vapors are severely irritating or corrosive. Toxic if swallowed. Corrosive effects can be delayed for several hours. Prolonged contact may cause bone damage. If contacted, rinse with water for five minutes and massage Calgonate gel onto affected area. Seek medical attention.
Hydrofluoric acid (HF) looks like water and can be mistaken as harmless. If you suspect that the liquid is HF treat it as HF.
Concentrated HF is considered ""extremely"" toxic (4, on the health hazard scale of 0-4). However, any solution containing a source of free fluorine ions is also hazardous.  A concentrated ammonium fluoride solution is considered ""very"" toxic (3, on the health hazard scale), yet becomes ""extremely"" toxic when made more acidic, such as in the BOE (buffered oxide etch) mixtures we use at CNS.  So, even though 20:1 BOE has much less HF (about 7% of volume) than 49% HF, because it also has about 38% NH4F and it is acidic, it presents the same toxic hazards as 49% HF.
On contact, HF easily passes through skin and tissue.  Because its action can be delayed for many hours, it can be distributed throughout the body.
Negatively charged fluorine ions bind very easily to positively charged calcium and magnesium ions to form insoluble salts (CaF2 and MgF2 salts form some natural gemstones.)  In the body, Ca and Mg ions are used to mediate a variety of physiological processes, such as muscle movement and heart function. Calcium is also a chief component in bone.
Local tissue damage (at the area of contact) results from free hydrogen ions which cause corrosive chemical burns, and free fluorine ions which cause deep tissue damage including erosion of bone.
Systemic damage can occur when fluorine becomes distributed throughout the body.  These conditions include POTENTIALLY FATAL electrolyte imbalances such as hypocalcemia (too little calcium) and hyperkalemia (too much potassium).  Since calcium and potassium regulate the heartbeat, irregular beating and cardiac arrest are manifestations.
o Deaths have been reported from concentrated acid burns to as little as 2.5% BSA [body surface area exposed to HF]. For reference, this is equivalent to the area of the FRONT AND BACK OF ONE HAND.
Calcium gluconate is used as an antidote. This provides extra calcium ions which can scavenge free fluorine ions before they penetrate and damage tissue. In cases of skin contact, calcium gluconate gel must be applied immediately to the area of contact.
Pure hydrogen fluoride is an extremely toxic gas which very easily dissolves in water. ""Hydrofluoric acid"" describes this solution form. HF easily passes between gas and liquid phases; so, HF- (and NH4F-) containing solutions will emit toxic fumes.  Although CNS lab safety precautions tend to emphasize protection against skin contact with fluoride-containing solutions, remember to avoid inhalation of the fumes by always working under fully exhausted areas of the wet benches.  And DON'T put your HEAD inside the bench.
Do not use glass containers to store HF in. Use only plastic containers. HF etches glass.
N-Methylpyrrolidone (NMP) : Combustible liquid. Can be readily absorbed through the skin. Can cause severe eye irritation. Repeated or prolonged contact can cause skin irritation. Strong solvent odor. Use two pairs of nitrile gloves when handling. NMP is listed as a reproductive toxin under Proposition 65. NMP has been identified by the State of California to cause birth defects or other reproductive harm. Remover PG 1165 and Baker PRS 3000 and AZ 400T Photoresist Developer contain this chemical.
∞ Silane Gas can ignite spontaneously upon contact with air. It can accumulate in certain areas and then explode. The gas is very unpredictable, and it is stored and distributed to the cleanroom from the LISE loading dock gas storage room M14.
∞ Piranha Etch: Is a common name applied to a mixture of Hydrogen Peroxide and Sulfuric (typically 1:5). Piranha is extremely aggressive toward organic materials such as flesh and photoresist residue. It also removes heavy metal contamination. It is difficult to dispose of this mixture as the waste continues to react and decompose for an extended period of time. This continuing reaction can build up pressure in closed containers, eventually causing them to burst. Also, if the solution is mixed very peroxide rich, unstable compounds may be formed. Therefore, Piranha is not allowed to be stored in closed containers. Nanostrip is a commercial stabilized version of Piranha Etch and is a recommended substitute.
Pregnancy: Users who believe themselves to be pregnant should discuss laboratory use with the Safety Officer as soon as possible. This need not severely restrict laboratory use but should nonetheless be discussed.",5008,cns-safety-manual.pdf,"32, 33, 34",Specific Chemical Hazard Information,Specific Chemical Hazard Information,default
49,"Environmental Perspective
Work to minimize unnecessary release of chemicals into the environment
Use sparingly - only as much as you need
Solvents!
Photoresist!
Keep covered except when in use to avoid excess evaporation
Reference the chemical restriction signs on each wet bench.
Solvent Wet Benches contain a five-gallon stainless steel metal container in the cabinet below. The metal containers are directly under each cup sink. Only solvents can be used in these stainless-steel wet benches and only solvents can be poured down these cup sinks into the metal waste containers.
Halogenated solvents like Trichloroethylene, Methylene Chloride or bromobenzene cannot be poured down any cup sink but must be collected separately in a one-gallon waste container and labeled with a hazardous waste label.
Spinner Wet Benches are used for photoresist liquids only and only photoresist chemical can be poured down the cup sink in the spinner hoods.
Dedicated Developer hoods using chemicals such as CD30 and CD26, AZ MIF 726 Developer, AZ MIF 400 Developer have aspirators on the bench. Aspirators are not to be used for regular disposal operations.  They will only be used for large built-in chemical baths, which are covered in RCA clean training. Basic solutions will be disposed of in accordance with the latest revision of SOP019'Wet Bench Safety'. BTS 220 and SU8 Developers must be disposed of in solvent benches. Disposal of basic solutions like developers must be disposed of in accordance with SOP019 'Wet Bench Safety'.
Acid Wet Benches are used for etching and handling caustic liquids. Refer to the chemical restriction chart on the outside of the wet bench. The acid solutions once spent will be disposed of in accordance with the latest revision of SOP019 Wet Bench Safety.",1784,cns-safety-manual.pdf,35,Hazardous Waste Management,Hazardous Waste Management,default
50,"Figure 2:  Waste storage.
Figure 3: Waste label.
Gallium Arsenide wafers must be disposed of in a separate container - a white five-gallon container marked with the words 'Gallium Arsenide Wafer Waste Only'.
Broken Glass and Silicon wafers must be disposed of in a similar white five-gallon container and it is marked with appropriate signage. This waste stream is not considered hazardous.
Razors, scalpels and syringes must be disposed of in black sharps containers
Syringes, needles, and other sharps used in bio room G05 must be disposed of in RED sharps containers.",570,cns-safety-manual.pdf,36,See picture below for appropriate label and storage:,See picture below for appropriate label and storage:,default
51,"The release of hazardous materials to the environment (air, groundwater, loading dock drains, soil) shall be reported immediately to 5-5560 . Operations Center will notify the CNS Emergency Response Team (ERT) and the Harvard EHS emergency on-call person who will try to stop and contain the release.",300,cns-safety-manual.pdf,36,Chemical Spill,Chemical Spill,default
52,"-Evacuate spill area and prevent others from entering.
-Contact any CNS staff and call 5-5560.
-Utilize the A-frame 'Chemical Spill Keep Away' signs. They are located near spill supplies.
-Remain clear of spill area but stand by to warn others of potential hazards until CNS Emergency Response Team members arrive.
-If directed to evacuate by CNS staff or EHS, proceed directly to the gown room by normal fab routes and stand by for further instructions.
-If the normal route to the gown room is blocked, exit fab through nearest exit, and meet just outside the gowning area.
-Be prepared to provide helpful information to emergency responders, including knowledge of injuries, missing persons, nature of spilled chemical, and activities leading up to the spill.",762,cns-safety-manual.pdf,37,Procedure for spills OUTSIDE of a Wet Bench or any vented enclosure:,Procedure for spills OUTSIDE of a Wet Bench or any vented enclosure:,default
53,"Small (incidental) spills and drips at workstations can be cleaned up by users wearing the appropriate personal protective equipment.
1. Exception: Never pick up a Hydrofluoric acid spill unless it is a dilute solution (<5%) and less than 50 ml. Otherwise call CNS staff and 5-5560.
2. If at any time a CNS user is uncomfortable or uncertain regarding the spill cleanup, call 5-5560 first and then try to contact CNS staff.
3. All Non-incidental spills CALL 5-5560 to activate CNS/EHS ERT for spill response.
4. Spill kits are available in most labs.  In the cleanroom these kits can be found in yellow 5-gallon containers labeled 'Spill Kits'. The kits will be in the main corridor of the cleanroom and in each wet lab. There will be an Acid spill kit, a Base spill kit, and general wipes for solvent spills.
5. Make sure waste is disposed of in a solid container and labeled as hazardous waste.
Figure 4: Contents of chemical spill kit.",938,cns-safety-manual.pdf,"37, 38",Procedure for spills INSIDE a wet bench or fume hood or any other type of vented enclosure:,Procedure for spills INSIDE a wet bench or fume hood or any other type of vented enclosure:,default
54,"Any solid nanoparticle waste must be collected in waste receptacles labeled as 'Contains nano-waste.' Not all nano-waste is designated as hazardous waste. If the nano-waste contains a listed hazardous waste material as a component in it, then it will be designated as hazardous waste. Contact the CNS staff in charge of the area to determine if nano-waste is a hazardous waste. Nano particles in solvents will be treated as liquid hazardous waste. Gloves and wipes contaminated with any nano-waste material will be disposed of in containers labeled with the words 'Contains nano-waste.' Do not dispose of any nanowaste into the regular trash. If not sure what to do with nano-waste, ask CNS staff.",697,cns-safety-manual.pdf,38,Nanoparticle Waste:,Nanoparticle Waste:,default
55,"1. Immediately use eye wash / safety shower station to flush affected area with water for a minimum of 15 minutes.
2. Remove contaminated clothing while flushing with water.
3. Notify CNS staff and/or have someone call 5-5560 and obtain medical attention.",255,cns-safety-manual.pdf,38,Chemical Exposure First Aid and Response,Chemical Exposure First Aid and Response,default
56,"1. Immediately rinse the affected skin with water
2. Remove all jewelry and clothing exposed to HF while rinsing in emergency shower for 5 minutes
3. Someone must call 911 and/or Operations Center at (5)-5560. MSDS for HF must be taken with a person.
4. Apply Calgonate (calcium gluconate) to affected area using a clean chemical resistant glove.
5. Take Calgonate Gel with you and apply on the way to the emergency room.",421,cns-safety-manual.pdf,"38, 39",If suspected or confirmed Hydrofluoric Acid exposure:,If suspected or confirmed Hydrofluoric Acid exposure:,default
57,1. Ensure injured person has flushed exposed area and removed contaminated clothing.,84,cns-safety-manual.pdf,39,CNS and EHS ERT staff must do the following:,CNS and EHS ERT staff must do the following:,default
58,"§ Eye contact with any chemical.
§ Skin contact with hydrofluoric acid (HF, BOE).
§ Skin contact results in redness, pain, or blisters.
Obtain Material Safety Data Sheet(s) of the chemical contacted.",199,cns-safety-manual.pdf,39,Assist individual in obtaining medical attention. Medical attention is necessary in the following situations:,Assist individual in obtaining medical attention. Medical attention is necessary in the following situations:,default
59,"§ NFPA stands for National Fire Protection Association.
§ The NFPA 'fire diamond' (Fig. 6) is a visual notification standard maintained by the US Fire Protection Association.
§ This diamond allows emergency and lab personnel to easily identify the hazards of a particular chemical or storage area.
Figure 5: NFPA diamond.
Each quadrant of the diamond indicates a particular hazard.  All users of CNS laboratories must be able to interpret these hazard indicators.",463,cns-safety-manual.pdf,"39, 40",How to Read an NFPA Hazard Communication Diamond,How to Read an NFPA Hazard Communication Diamond,default
60,"GLYPH<0> 4= Deadly
GLYPH<0> 3= Extreme Danger
GLYPH<0> 2=Hazardous
GLYPH<0> 1= Slightly Hazardous
0= Normal Material",116,cns-safety-manual.pdf,40,§ Blue Quadrant (Health),§ Blue Quadrant (Health),default
61,"GLYPH<0> 4=Below 73°F
GLYPH<0> 3=Below 100°F
GLYPH<0> 2=Below 100°F - not exceeding 200°F
GLYPH<0> 1=Above 200°F
GLYPH<0> 0= Will not Burn
§ Yellow Quadrant (Reactivity)
GLYPH<0> 4= May Detonate
GLYPH<0> 3= Shock and Heat May Detonate
GLYPH<0> 2= Violent Chemical Change
GLYPH<0> 1 = Unstable if Heated
GLYPH<0> 0=Stable
§ White Quadrant (Specific Hazard)
GLYPH<0> OX = Oxidizer
GLYPH<0> W = Use no Water
ACID = Acid
GLYPH<0> ALK = Alkali
GLYPH<0> COR = Corrosive
GLYPH<0>
GLYPH<0>
= Radioactive",495,cns-safety-manual.pdf,"40, 41",§ Red Quadrant (Flammability -Flash Points),§ Red Quadrant (Flammability -Flash Points),default
62,"o Fire Alarm
If you hear the fire alarm, leave the cleanroom via the emergency exit doors. If in other labs, leave by nearest exit. Exit the building through the nearest stairwell.
Once outside, report to the rally point in front of Pierce Hall. Someone from EHS or CNS will be coming to ask if anyone is missing. This information will be communicated to emergency responders at the Fire Command Center (located at the front entrance to LISE and McKay).
If it is after 5pm Monday through Friday or on weekends, you personally can report anyone missing to the Cambridge Fire Department at the Fire Command Center.
Do not re-enter LISE until Cambridge Fire Department gives the approval.",685,cns-safety-manual.pdf,"41, 42",Emergency Evacuation Procedures,Emergency Evacuation Procedures,default
63,"If Blue toxic gas alarm sounds, you must leave the building and report to the front of Pierce Hall.
The blue light means that there is a gas leak in the ambient air near a cleanroom tool or in the M14 gas room.
If an amber/yellow gas alarm sounds, you must leave immediate area. Go to where there are no flashing/amber toxic gas strobes, for example the LISE lobby. If you want to inquire of the time, it will take a long time before you can re-enter the cleanroom. You can visit the LISE Fire Command Center at the front entrance.",531,cns-safety-manual.pdf,42,o Toxic Gas Alarm,o Toxic Gas Alarm,default
64,"Figure 6:  Évacuation routes, LISE bassement.
Figure 7: Evacuation Routes, LISE ground floor.
Figure 8:  Évacuation routes, LISE mezzanine.
Figure 9: Evacuation Routes, LISE 3rd floor.",184,cns-safety-manual.pdf,"42, 43",Evacuation Routes,Evacuation Routes,default
65,"Presently Uranyl Acetate is the only radioactive material allowed in the Center for Nanoscale Systems facility. Its use must be pre-approved by EHS. It may be encountered in G05 (BL2 area) and in B15A (imaging sample prep lab).
Users of Uranyl Acetate must take a training course called Radioactive Materials Safety on Harvard's Training Portal. To enroll in the Harvard's Radioactive Materials Safety course go to Harvard's Training portal and sign up for the course called Radioactive Materials Safety EHS-RP0101. If you are a nonharvard user contact CNS administrator for assistance.
X-ray training is needed for personnel who use the Micro-Ct Scanner, XPS and XRF tools. To enroll in the Harvard's X-Ray Device Safety course go to Harvard's Training portal and sign up for the course called X-Ray Device Safety EHS-RP00107. If you are a non-harvard user contact CNS administrator for assistance.
∞ X-rays are present inside Scanning Electron and Transmission Electron Microscopes. Baseline X-ray surveys are taken of each SEM and TEM and the Micro CT scanner. Additional surveys are conducted every two years. These measurements are performed to verify that X-rays are not leaking from these tools. X-Ray Device training is not required for use of SEMs and TEMS. If you would like to see a copy of the surveys, you can contact the LISE EHS officer on 5-1290.",1362,cns-safety-manual.pdf,44,Ionizing Radiation,Ionizing Radiation,default
66,Lasers: If you plan to use class IIIb and Class IV lasers you will need to take the laser safety course on the Harvard Training Portal. The course is called Laser Safety EHS-RP0102. If you are a non-harvard user contact CNS administrator for assistance.You will also have to complete the requirements of FM007 'CNS Laser Safety Requirements'.,342,cns-safety-manual.pdf,44,Non-Ionizing Radiation,Non-Ionizing Radiation,default
67,"Biological effects can result from exposure to RF energy.  Biological effects that result from heating of tissue by RF energy are often referred to as ""thermal"" effects.  It has been known for many years that exposure to extremely high levels of RF radiation can be harmful due to the ability of RF energy to heat biological tissue rapidly.  This is the principle by which microwave ovens cook food.  Exposure to extremely high RF intensities can result in heating of biological tissue and an increase in body temperature.  Tissue damage in humans could occur during exposure to high RF levels because of the body's inability to cope with or dissipate the excessive heat that could be generated.  Two areas of the body, the eyes, and the testes, are particularly vulnerable to RF heating because of the relative lack of available blood flow to dissipate the excess heat load.
At low levels of exposure to RF radiation, i.e ., levels lower than those that would produce significant heating; the evidence for production of harmful biological effects is ambiguous and unproven.  Such effects, if they exist, have been referred to as ""non-thermal"" effects.  Several reports have appeared in the scientific literature describing the observation of a range of biological effects resulting from exposure to low-levels of RF energy.  However, in most cases, further experimental research has been unable to reproduce these effects.  Furthermore, since much of the research is not done on whole bodies ( in vivo ), there has been no determination that such effects constitute a human health hazard. -from http://www.fcc.gov/oet/rfsafety/rf-faqs.html#Q5
RF surveys of equipment that generate radiofrequencies (sputtering, reactive ion etches (RIE), and chemical vapor deposition (CVD) tools) are performed at commissioning and then every two years. If you need a copy of a survey, contact the LISE EHS Officer.",1900,cns-safety-manual.pdf,45,Radio-Frequency Exposure:,Radio-Frequency Exposure:,default
68,"Electromagnetic radiation in the 1 mm (about 0.04 in) to 1 m wavelength range (300 MHz to 300 GHz) is referred to as
microwave radiation and is part of what is known as radiofrequency (RF) radiation. The latter covers the 0.5 MHz to 300 GHz range and is considered in the context of adverse biological effects. RF radiation is nonionizing radiation. This means that, in general, it does not have sufficient energy to kick an electron off an atom thus producing charged particles in a body and causing biological damage. The only proven harmful effect from exposure to microwave (or RF) radiation is thermal. RF radiation can enter deep into the body and heat human organs. Thus, the depth of penetration and the level absorption of radiation in the body are relevant.
Heating at above 10 GHz (3 cm wavelength or less) occurs in the outer skin surface. - From 3 GHz to 10 GHz (10 cm (about 3.94 in) to 3 cm) the penetration is deeper and the heating higher.
From 150 MHz to about 1 GHz (200 cm (about twice the length of a baseball bat) to 25 cm (about 9.84 in) wavelength), penetration is even deeper and because of high absorption, deep body heating can occur.
Any part of the body that cannot dissipate heat efficiently or is heat sensitive may be damaged by microwave radiation of sufficient power. The lens of the eye and testes are respective examples. Are there non-thermal ADVERSE effects of microwave radiation in humans? We know that there ARE non-thermal effects: microwaves can cause hearing sensation, can affect behavior (in animal studies), etc.
Are these effects adverse and reversible? Research is continuing in this area as well as in RF radiation effects on immune and central nervous system. Much more work is needed, and you can get a degree in science and do some research in this area. Have said all this, it is my personal view that manufactured effects (i.e., those that have not been a part of our natural history) must be treated with caution, and lack of evidence for adverse effects is NOT the same thing as proof of safety. From Dr. Ali Hounsary Advanced Photon Source Argonne National Laboratory
Microwave Surveys of equipment that generate microwaves (NEXX reactive ion etcher (RIE) and the NEXX chemical vapor deposition (CVD) tools) are performed at commissioning and then every two years. If a tool is moved it will also be re-surveyed. If you would like to have a copy of any microwave survey report, contact the LISE EHS Officer.",2465,cns-safety-manual.pdf,"45, 46",Microwave Exposure:,Microwave Exposure:,default
69,"Any work involving human cell lines, human blood or serum or infectious agents must be performed in BL2 lab in room G05.
Before any biomaterials can be brought into any CNS laboratory, they must be requested through FM006 'CNS Material Request Form' and approved by EHS.
Before any biomaterials work is performed you must complete the requirements set forth in document FM009 Pre-Training Requirements for Biological Safety. It requires proof of attendance from the Harvard Biosafety Course. To enroll in the Harvard's Laboratory Biosafety course go to Harvard's Training portal and sign up for the course called Laboratory Biosafety EHS-Lab-103. If you are a nonharvard user contact CNS administrator for assistance.",717,cns-safety-manual.pdf,47,Biosafety,Biosafety,default
70,"Ultraviolet light is a radiant energy which occupies the region between visible light and X-ray in the electromagnetic spectrum. The hazards of the emitted radiation depend upon the wavelength. The UV section of the spectrum is divided into three parts:
UV-A (315-400 nm): radiation equivalent to that received from the sun, and unless a person is especially sensitive, the most that can happen to his/her skin is that it will tan.
UV-B (280-315 nm): is the middle range of UV radiation, and it is more harmful.
UV-C (180-280 nm): overlaps X-rays and must be dealt with under extreme precautions.",596,cns-safety-manual.pdf,47,Spectra of Ultraviolet Light,Spectra of Ultraviolet Light,default
71,"Ultraviolet burns of the eye (actinic keratosis) are very painful, but not normally of lasting effect (UV-A and UV-B). Often an individual does not initially realize that they have been exposed. Hours after
exposure, an exposed person may notice that their eyes become painful, feeling as if grains of sand are under the eyelid. Often the victim does not make the connection between working with UV-emitting light source and the pain being experienced.
Some studies connect UV exposure to skin cancer; severe burns are also possible.",533,cns-safety-manual.pdf,"47, 48",Symptoms of Overexposure,Symptoms of Overexposure,default
72,Any blemish that appears on the skin after exposure to UV radiation should be examined by a physician.,102,cns-safety-manual.pdf,48,UV Emergency Procedures,UV Emergency Procedures,default
73,"All workers using UV emitting sources must have eye protection (goggles or normal glasses). Most plastics and all glass are an efficient shield for UV.
If you are working with UV-C or high doses of UV-A or B, you should also protect your skin. Special creams are available for this.
If you are working with a UV emitting source, be certain that other people in your area are guarded from direct radiation. The use of plastic shields and prominently placed signs are helpful. Never look directly at the source. Also, be careful to avoid reflections from metal surfaces.",568,cns-safety-manual.pdf,48,UV Safety Guidelines:,UV Safety Guidelines:,default
74,"Lockout-tagout procedures must be followed when working on equipment that must be de-energized for service.
Leads exposed during service which are normally energized with 50 or more volts should be shrouded or taped for shock protection.
Equipment covers temporarily removed for service must be replaced as soon as possible.
Allergies to latex or other chemicals.
Some individuals may have an allergic reaction to latex gloves. The nitrile gloves provided in CNS labs should not produce this reaction.
If you observe an allergy, please seek medical attention and report to EHS.",577,cns-safety-manual.pdf,48,High Voltage,High Voltage,default
75,"Stop, drop, and roll.",21,cns-safety-manual.pdf,49,Clothing on fire.,Clothing on fire.,default
76,"If a power failure occurs, please follow the protocol for an orderly dismissal from the laboratory. If possible, leave chemicals and instruments in a safe state. All CNS labs have back-up emergency lighting for exit signs. Exit the laboratory and wait for power to return. Notify Operations Center after hours.",310,cns-safety-manual.pdf,49,Power failure.,Power failure.,default
